id,artist
u10,19e818e4-0bbe-41fc-9589-c444b4165bf1 381e8434-109a-439c-8acc-5d328359f2e0 8ca01f46-53ac-4af2-8516-55a909c0905e 449e44cb-bcae-4c48-a1af-5d8df0f81456 3155cccb-fe72-4ad0-8e5f-2935fb6cd7ee 3c3c2903-2107-4f79-aadc-319c118f35ba b5da400c-9a62-4686-b6fe-91518e57ce5d 59e29b79-a77a-434e-becd-1207bfdc8f34 5e8291f5-00bc-4f63-b09a-63acaf84b162 55bf17c0-91b7-405e-80a5-f49a50fe9d3b
u11,678d88b2-87b0-403b-b63d-5da7465aecc3 74e2c381-7a79-4c21-8738-20da383e14d2 b71abaa0-dd97-4e85-943d-3ffa2d3278a5 90ee221e-3c6c-4607-92ca-841f71869e11 32673e42-5ba2-4528-b3fe-a000a0c606e3 d6e0e274-8e19-44ce-b5b2-52c12f8a674a 0383dadf-2a4e-4d10-a46a-e9e041da8eb3 79239441-bfd5-4981-a70c-55c3f15c1287 64b94289-9474-4d43-8c93-918ccc1920d1 4967c0a1-b9f3-465e-8440-4598fd9fc33c
u12,5e372a49-5672-4fb8-ba14-18c90780c4f9 c6488dd8-0d4e-4035-bbbb-11719d2f41cd 3c3c2903-2107-4f79-aadc-319c118f35ba c3171463-d55c-4140-ad06-dbdac29c508c ec863030-7c13-45a3-a025-a69195d3a020 e13d2935-8c42-4c0a-96d7-654062acf106 b1fedd29-577d-45b1-95a7-d477f0fb6bd5 db3c0a20-bf05-4b30-ac22-f294aea24172 b5da400c-9a62-4686-b6fe-91518e57ce5d f75150f0-d80d-4c34-903b-6acfb47b63ee
u13,5a217fef-76cb-43f7-95ba-75d0c495783f e5add03e-93c4-4f5a-9ffd-ec93f24d8c5e 6ac47f31-3b2e-4f95-bef0-ce869af4ee98 01fa5c3b-00d2-45c4-b7c1-8753cf8b7ee6 62dc94cc-f611-4345-87cb-b914796a4a45 39a31de6-763d-48b6-a45c-f7cfad58ffd8 1692e094-48b6-4d0e-8555-43ca0bd42467 7c20f558-d664-42bd-b6f1-81acf9dbb72d ffe02aed-ef7e-4736-a186-c2f1dd55ce8d b2a9731b-9e13-4ff9-af21-5e694a5663e8
u14,cc0b7089-c08d-4c10-b6b0-873582c17fd6 93ccd76c-3790-4435-a8bf-02bc26294b93 6fe07aa5-fec0-4eca-a456-f29bff451b04 7527f6c2-d762-4b88-b5e2-9244f1e34c46 65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab f59c5520-5f46-4d2c-b2c4-822eabf53419 67f66c07-6e61-4026-ade5-7e782fad3a5d 8c32bb01-58a3-453b-8050-8c0620edb0e5 ac865b2e-bba8-4f5a-8756-dd40d5e39f46 57e79d57-b795-475e-9fa2-5dd9d5513b8c
u15,91436354-22e4-4c16-be69-4c9561946d5b 0f8bd5a7-c915-4e00-a035-fe3969e9a9b1 2d970f40-cd00-44c1-9fc8-0721da8048e2 cfb1c147-1046-4921-9c53-d3a226ebdb0b 6fe07aa5-fec0-4eca-a456-f29bff451b04 1b882337-341c-4fc2-bb68-07ca0c3d27d2 0cc9e56e-a623-47ea-b5f2-1a1757cc2426 a530492f-8806-4bd7-9c14-80c237eb92fe 86644ffd-b184-4164-bbb4-69eefedc292b 2212458a-763b-4fc0-906d-69d0f6d1aa9d
u16,8d62a782-3c12-4067-9bce-80fd91ddd5c0 dcbb8de7-6574-4c14-a7c0-d2f6a1670fc9 11137c88-a9a2-4ffa-a97d-fb058c6d6ce2 7e1666e2-b82d-40f6-98ff-920dc6fe3f8b eab76c9f-ff91-4431-b6dd-3b976c598020 ad3eb8ea-f541-4e3a-b550-7900bdc4992b 54d76201-3b30-4722-978f-2abdd62e88dd 17f17162-7354-41fb-8809-e8b8c906ed12 ecbd1331-95b6-4a77-b739-b4bd8ef222a7 836d43ae-5086-4f45-9e23-b02edca37653
u17,eace2373-31c8-4aba-9a5c-7bce22dd140a f4a31f0a-51dd-4fa7-986d-3095c40c5ed9 8a26ca9b-d542-449b-a5e7-224da9eb8a77 3c651564-eb88-48e0-a862-d6db17e8464a cef9233d-78ef-41d5-9bac-f2ca21aa4a40 c07f0676-9143-4217-8a9f-4c26bd636f13 d2e123d0-c53e-4444-a52a-efeff44953c7 340cbd2f-a20d-4b99-86d2-1621e8f2d828 1c3919b2-43ca-4a4a-935d-9d50135ec0ef 0915e81d-e897-415c-b129-04dab2843240
u18,397bdd61-95b9-44e1-90aa-ff27e6bc28cf 90218af4-4d58-4821-8d41-2ee295ebbe21 aca2f168-fec7-459e-a91e-3f5cd504189b 2d1d8985-47bc-4244-8cc3-577584e411f6 32705a3c-54cf-4e48-a3ab-2801157a09dc 9de8f66e-3cd1-4f11-8328-38200f0612b0 aa7a2827-f74b-473c-bd79-03d065835cf7 ada7a83c-e3e1-40f1-93f9-3e73dbc9298a 91436354-22e4-4c16-be69-4c9561946d5b 37e3dd97-73f9-4c69-b50d-0c0e3c47c40c
u19,ba830bb9-e42d-43cb-a58f-8093a3a1f4e0 76b2e842-5e85-4c97-ab62-d5bc315595b5 40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27 d82ba5f4-da09-479a-ab18-4b1a122c4345 9af2e75f-5eed-4008-88dc-d9491625434f 055b084a-9a90-4df4-b2d7-1c1192f9d144 f6f2326f-6b25-4170-b89d-e235b25508e8 86644ffd-b184-4164-bbb4-69eefedc292b 930d2a33-3462-413c-ac32-99ecc5cbf8ea 31cc08f3-838d-4160-bcd9-a691dd126901
u20,f1106b17-dcbb-45f6-b938-199ccfab50cc a74b1b7f-71a5-4011-9441-d0b5e4122711 172e1f1a-504d-4488-b053-6344ba63e6d0 5c47ccd3-3f82-46b9-96b8-efdffc83f269 b071f9fa-14b0-4217-8e97-eb41da73f598 1a1cd7f3-e5df-4eca-bae2-2757c9e656b5 3b496254-6d46-46be-b7f2-1297e1e54622 db3c0a20-bf05-4b30-ac22-f294aea24172 66c662b6-6e2f-4930-8610-912e24c63ed1 eeb1195b-f213-4ce1-b28c-8565211f8e43
u21,7771a68c-ef6a-400f-978d-64050d45a54c 07eb40a2-2914-439c-a01d-15a685b84ddf 90218af4-4d58-4821-8d41-2ee295ebbe21 601d793d-7e96-4bb6-b4a6-712d5c926259 23228f18-01d5-493e-94ce-cfcde82a8db2 586c06cd-b81b-4a55-bcfc-7ce8078907f0 7cec4a03-0a83-4308-856a-afb8aa5db0fc 17b53d9f-5c63-4a09-a593-dde4608e0db9 60ec2ff0-d58a-4319-9d8a-2142ad5bf48a 40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27
u22,e5c7b94f-e264-473c-bb0f-37c85d4d5c70 86644ffd-b184-4164-bbb4-69eefedc292b a74b1b7f-71a5-4011-9441-d0b5e4122711 31cc08f3-838d-4160-bcd9-a691dd126901 97b1142f-c71e-4971-8736-4a8ceaf6b4c3 3c3c2903-2107-4f79-aadc-319c118f35ba 99ea432a-e3d8-42cb-9d5e-db316a6a8458 e25216bf-b0ac-4bd3-bc5a-1f82a7d0274f 3155cccb-fe72-4ad0-8e5f-2935fb6cd7ee b5da400c-9a62-4686-b6fe-91518e57ce5d
u23,3c3c2903-2107-4f79-aadc-319c118f35ba 3155cccb-fe72-4ad0-8e5f-2935fb6cd7ee 7b0a63b2-b8e8-490e-b724-1d30cb5edfe3 190c5aa5-0ae9-4ebc-83a9-642ec9226932 10b7b68c-390d-469a-915b-40bac704f288 d98b3f60-7a4c-400d-a3bc-6e123b12727c 689851b0-bfec-4ac6-954b-11b3b9db14ae 31cc08f3-838d-4160-bcd9-a691dd126901 fbb375f9-48bb-4635-824e-4120273b3ba7 59e29b79-a77a-434e-becd-1207bfdc8f34
u24,69fa5c49-12ec-4c86-a238-4e07cc6d1a7d af8fd97c-db72-4e30-b2aa-30ebd0c4f1a0 2251718f-7b5c-4a92-9267-895125c594d3 d292b4cd-37bd-4a88-a823-8710f273cc31 1d21c6f9-7692-4931-ab0e-4c127a5b3816 a1d69fd9-0096-4a60-b277-de34e5a77fca 1cc7ebc1-8ea6-43fc-a8c2-6f2836f56c9f b7dc7c76-53f1-49ac-8dc2-d469ed7f8e65 29bb04d6-5602-464c-8577-f55a27511b27 c5f9e699-7b0d-4030-86dd-7acc8250d147
u25,847e8284-8582-4b0e-9c26-b042a4f49e57 e3e0abcd-7671-4482-a9d8-462f5acc9be5 7dc8f5bd-9d0b-4087-9f73-dc164950bbd8 39a31de6-763d-48b6-a45c-f7cfad58ffd8 78f797e3-4913-4026-aad0-1cd858bd735b 91436354-22e4-4c16-be69-4c9561946d5b a9b88ebb-83aa-4ef7-b674-fabeb572c14e 364e1151-40f0-476d-a437-8fc6427262e8 340cbd2f-a20d-4b99-86d2-1621e8f2d828 0d7fffb1-c282-4995-96a9-f6f2ea3c86e0
u26,3155cccb-fe72-4ad0-8e5f-2935fb6cd7ee 190c5aa5-0ae9-4ebc-83a9-642ec9226932 3c3c2903-2107-4f79-aadc-319c118f35ba bc8f3820-e3e7-47aa-98db-910c1573af83 7f260b9c-bea7-469b-9ba8-0daec7d2c85c 31cc08f3-838d-4160-bcd9-a691dd126901 689851b0-bfec-4ac6-954b-11b3b9db14ae c3171463-d55c-4140-ad06-dbdac29c508c b1fedd29-577d-45b1-95a7-d477f0fb6bd5 b5da400c-9a62-4686-b6fe-91518e57ce5d
u27,98091205-c85e-49b0-954b-d84dab308138 2c8fb177-1465-4586-9e23-6020b9606199 055b084a-9a90-4df4-b2d7-1c1192f9d144 f8a5d80c-a6b7-414c-9482-c5d710171622 9f336c50-ae4c-4440-bda7-958aa12bc15a 3feba7fa-3837-424a-b4f1-0077d217f569 5c2d7596-2366-47c5-b4a2-0550ac8f9e69 c310b8e8-468f-4189-9b72-9589a2ff275d e94357c5-815c-424d-80d4-968ec02d6d05 6eea322e-ab09-451f-818b-a1348ce14b91
u28,e6e688f7-7f7f-4b3e-9af6-926d97c03b53 9b8d6e11-05a4-4688-9d96-ad746bfedc41 86644ffd-b184-4164-bbb4-69eefedc292b 2212458a-763b-4fc0-906d-69d0f6d1aa9d ac241ded-3430-4f42-8451-f78667cc2f52 91436354-22e4-4c16-be69-4c9561946d5b 055b084a-9a90-4df4-b2d7-1c1192f9d144 9af2e75f-5eed-4008-88dc-d9491625434f e8eed2c6-269a-47c0-aed9-8517a304b02c f6dfc44d-5da4-4ed1-949b-32715630dff4
u29,8766cdd6-066c-4b14-ba53-c7958e613bad 88d6db37-0d87-4e84-a949-9cf8e8879505 c3171463-d55c-4140-ad06-dbdac29c508c eb2432e6-8d97-41b0-beba-b36e77ddc5b8 3c3c2903-2107-4f79-aadc-319c118f35ba d2869320-0da3-48e7-9570-fb195c39c60e 169c4c28-858e-497b-81a4-8bc15e0026ea 3155cccb-fe72-4ad0-8e5f-2935fb6cd7ee 985c5cc9-2dc1-49ac-8806-5b66586a2d58 5a217fef-76cb-43f7-95ba-75d0c495783f
u30,86644ffd-b184-4164-bbb4-69eefedc292b c26c3822-451f-4545-b55a-bd09a3c815ae 8ddf3da1-dfa9-490a-93cc-7d4072319995 ee1a6d4a-b1ff-46a8-acf2-af575424bda5 f6dfc44d-5da4-4ed1-949b-32715630dff4 190c5aa5-0ae9-4ebc-83a9-642ec9226932 3c3c2903-2107-4f79-aadc-319c118f35ba 39f6dcf9-ade7-4dbd-ab8e-b0e83c167d30 3155cccb-fe72-4ad0-8e5f-2935fb6cd7ee b5da400c-9a62-4686-b6fe-91518e57ce5d
u31,3c3c2903-2107-4f79-aadc-319c118f35ba fe37acd4-893c-4b2c-8ad2-7fd394280354 f181961b-20f7-459e-89de-920ef03c7ed0 a796b92e-c137-4895-9c89-10f900617a4f 3155cccb-fe72-4ad0-8e5f-2935fb6cd7ee 6c8b9855-ba8b-48f9-ac1d-42167f7f7b18 31cc08f3-838d-4160-bcd9-a691dd126901 d5be5333-4171-427e-8e12-732087c6b78e 190c5aa5-0ae9-4ebc-83a9-642ec9226932 db36a76f-4cdf-43ac-8cd0-5e48092d2bae
u32,9e116df4-f342-4fdf-a693-3cb0b9cc6718 6d3f44c3-132d-42a6-a45b-16560b30a1fc db3c0a20-bf05-4b30-ac22-f294aea24172 734f6784-413d-4779-a81b-1a10f5e2a1a3 5aeb21a3-4606-4a0d-8369-50c768d1e99a 2eada8f8-056a-4093-bbc2-004909ce743b 340cbd2f-a20d-4b99-86d2-1621e8f2d828 39a31de6-763d-48b6-a45c-f7cfad58ffd8 a9b88ebb-83aa-4ef7-b674-fabeb572c14e eb2432e6-8d97-41b0-beba-b36e77ddc5b8
u33,8c538f11-c141-4588-8ecb-931083524186 5a217fef-76cb-43f7-95ba-75d0c495783f 1a99cc88-aea3-4fe3-96b9-20791667f65f 7a519099-d4c8-46c8-805b-214dab0e58a2 2fa0d3ac-b64c-401a-b0a1-4915ba6cc157 5fc21e44-d663-495a-b16a-7cc641af5deb fbcd7b29-455f-49e6-9c4f-8249d20a055e 8de4a831-7c25-4d34-90cf-254de0c36e49 4cc51547-88ae-49a2-bf7e-0ef65ee7a94c 4bb4e4e4-5f66-4509-98af-62dbb90c45c5
u34,ac865b2e-bba8-4f5a-8756-dd40d5e39f46 c17f08f4-2542-46fb-97f3-3202d60c225a b7ffd2af-418f-4be2-bdd1-22f8b48613da 7dc8f5bd-9d0b-4087-9f73-dc164950bbd8 a9044915-8be3-4c7e-b11f-9e2d2ea0a91e 83b9cbe7-9857-49e2-ab8e-b57b01038103 6e755d2d-0b47-449d-b03f-fcacec33aab2 57961a97-3796-4bf7-9f02-a985a8979ae9 67f66c07-6e61-4026-ade5-7e782fad3a5d b15ebd71-a252-417d-9e1c-3e6863da68f8
u35,f82f3a3e-29c2-42ca-b589-bc5dc210fa9e 6ffb8ea9-2370-44d8-b678-e9237bbd347b c41c6a32-cd7e-4cce-8859-559efdd457b3 45e334d3-d1b5-460c-a3dc-022dec16f3fa 16063ce0-a93e-41c7-82f9-bdd83066a7fd d530dbf9-69b1-404f-98f2-0431104f5a1e cc0b7089-c08d-4c10-b6b0-873582c17fd6 8c538f11-c141-4588-8ecb-931083524186 1c3919b2-43ca-4a4a-935d-9d50135ec0ef 8e678953-c97b-435b-af18-2425b6db71d0
u36,2f9ecbed-27be-40e6-abca-6de49d50299e 8c90ad8c-9150-4c51-a1eb-342232e99d06 f24c343a-5c24-4633-8ae4-9a3e8cc1eee7 a0ef7e1d-44ff-4039-9435-7d5fefdeecc9 e13d2935-8c42-4c0a-96d7-654062acf106 3f6ae36d-ffdb-40cf-98e6-8023cb1c41c9 190c5aa5-0ae9-4ebc-83a9-642ec9226932 3c3c2903-2107-4f79-aadc-319c118f35ba 21685b15-3074-446e-aa1d-ff7157014f53 689851b0-bfec-4ac6-954b-11b3b9db14ae
u37,0110e63e-0a9b-4818-af8e-41e180c20b9a 3c3c2903-2107-4f79-aadc-319c118f35ba 3155cccb-fe72-4ad0-8e5f-2935fb6cd7ee 689851b0-bfec-4ac6-954b-11b3b9db14ae 31cc08f3-838d-4160-bcd9-a691dd126901 e919b253-da5b-4aae-a444-6a368376a2d6 13501c7d-d181-45ba-af52-5f101d8516a0 32705a3c-54cf-4e48-a3ab-2801157a09dc a67d2694-1ffa-46b3-82ce-7401b528fb18 b5da400c-9a62-4686-b6fe-91518e57ce5d
u38,0d85b9f2-802d-48bb-aa85-6a9668869053 be23dca9-50e8-455d-9029-1372b299aff0 b04d9207-306c-42db-8b6a-c94d49b4b08a c8327cc0-54f3-424f-a68d-000ee7289a41 8ddf3da1-dfa9-490a-93cc-7d4072319995 93dda03d-c1d3-42c2-80b0-fa71bc20262b 2f9ecbed-27be-40e6-abca-6de49d50299e 091ec508-877f-4e3c-92a3-10903bbbc7ad b7c00c4a-7ddf-4ee1-a659-cc1d6c5e3957 836d43ae-5086-4f45-9e23-b02edca37653
u39,d8d1b067-78bb-4db7-8f91-db2ff9a83ee5 17e137fb-59e5-4fd7-af48-afc34995396c 1aded574-9e16-4648-861a-24fd6f1c309e 83998f9c-846b-4294-aede-d7735531c901 f1c8da15-b408-4149-b863-f1cbe9971f19 8b5baebe-afdc-49f0-aaf7-85f555a68c51 a466c2a2-6517-42fb-a160-1087c3bafd9f 40842674-a794-4580-a0f5-e43d5b600729 5b687684-ad34-4a9f-b425-0e7aa81fbd38 40b7efb7-1268-4a80-b354-600afdcbe9e2
u40,9f336c50-ae4c-4440-bda7-958aa12bc15a 107c7983-0728-46ea-8550-77e698adf690 4b2d6a23-034d-4a29-9bb9-d2462796da4e 2212458a-763b-4fc0-906d-69d0f6d1aa9d 8b431ac6-0806-4e4a-9b6b-1734370fa890 64973b13-9786-4b52-a04e-e02c884ab880 d8f9a4bd-ec27-4e29-8b3e-b8bdb62f950e 675ec992-a8e4-41f8-b28b-1aad0c8a9ad1 9b8d6e11-05a4-4688-9d96-ad746bfedc41 584c04d2-4acc-491b-8a0a-e63133f4bfc4
u41,d6e0e274-8e19-44ce-b5b2-52c12f8a674a 678d88b2-87b0-403b-b63d-5da7465aecc3 83d91898-7763-47d7-b03b-b92132375c47 a0ef7e1d-44ff-4039-9435-7d5fefdeecc9 5ae54dee-4dba-49c0-802a-a3b3b3adfe9b 9efff43b-3b29-4082-824e-bc82f646f93d 8c90ad8c-9150-4c51-a1eb-342232e99d06 0383dadf-2a4e-4d10-a46a-e9e041da8eb3 b38225b8-8e5f-42aa-bcdc-7bae5b5bdab3 e01c3376-15fa-40d7-b747-5f219bdefdd7
u42,7a519099-d4c8-46c8-805b-214dab0e58a2 cd3772a8-6f4e-40c3-ba7d-019809dbd9b4 13df2a46-f72f-40e7-aa63-26fcf62c7048 4f9675d2-f6d5-486c-9b26-33dcca998500 6da0515e-a27d-449d-84cc-00713c38a140 0cdb0359-5698-487d-9aae-a25fb4dcdc4d 619ce797-ddb3-4411-9e42-30eafe2ca5ec 85226286-349a-4046-8dcf-f75b32baa6b1 1c46e82f-4764-4d82-a33b-5d5aee5e2881 39a31de6-763d-48b6-a45c-f7cfad58ffd8
u43,94b0fb9d-a066-4823-b2ec-af1d324bcfcf b071f9fa-14b0-4217-8e97-eb41da73f598 8f92558c-2baa-4758-8c38-615519e9deda b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d 172e1f1a-504d-4488-b053-6344ba63e6d0 d6ed7887-a401-47a8-893c-34b967444d26 ebfc1398-8d96-47e3-82c3-f782abcdb13d a0ef7e1d-44ff-4039-9435-7d5fefdeecc9 8c90ad8c-9150-4c51-a1eb-342232e99d06 9e0e2b01-41db-4008-bd8b-988977d6019a
u44,f0c8f75f-8736-4b1d-b312-9349fcff321d 3c3c2903-2107-4f79-aadc-319c118f35ba 83b9cbe7-9857-49e2-ab8e-b57b01038103 25f54bb7-c393-44e4-8e26-e4f4cd7aa61c b5da400c-9a62-4686-b6fe-91518e57ce5d 10b7b68c-390d-469a-915b-40bac704f288 c3171463-d55c-4140-ad06-dbdac29c508c 31cc08f3-838d-4160-bcd9-a691dd126901 190c5aa5-0ae9-4ebc-83a9-642ec9226932 5d40e90c-2434-4dcb-a15a-6911c8426145
u45,e555f0c3-0a83-4c57-8a67-e657aac27ace 494e8d09-f85b-4543-892f-a5096aed1cd4 bf24ca37-25f4-4e34-9aec-460b94364cfc d3b2bec4-b70e-460e-b433-a865ceac2de8 70f0e309-5418-49b6-a130-666e2f76eecd d339efbb-77b9-4147-ba9e-59f2f24550b2 847e8a0c-cc20-4213-9e16-975515c2a926 3c8a8696-e176-4c46-a2d3-48b6b1525c7f 79239441-bfd5-4981-a70c-55c3f15c1287 cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493
u46,f6f2326f-6b25-4170-b89d-e235b25508e8 0039c7ae-e1a7-4a7d-9b49-0cbc716821a6 299278d3-25dd-4f30-bae4-5b571c28034d a506f761-2c22-4b2f-8a94-bd748c2c8f75 2212458a-763b-4fc0-906d-69d0f6d1aa9d 340cbd2f-a20d-4b99-86d2-1621e8f2d828 e9aca1a3-836a-4e5e-b8d4-56d20c60af5f 86644ffd-b184-4164-bbb4-69eefedc292b 055b084a-9a90-4df4-b2d7-1c1192f9d144 e94357c5-815c-424d-80d4-968ec02d6d05
u47,adc68a50-38ee-456d-927e-715cbf74c0d5 5a797e16-f69a-4957-820f-1152ec19d236 69632f9c-31eb-43d5-a864-e73ac72efc66 0e2bd3f3-0a64-42e3-beb0-11f8955b45b6 298909e4-ebcb-47b8-95e9-cc53b087fc65 5a217fef-76cb-43f7-95ba-75d0c495783f 3fb49f5a-fdc0-4789-9c84-22b38b3f3cb5 39a31de6-763d-48b6-a45c-f7cfad58ffd8 7ae235e2-429b-4162-9783-c038d820331a ae933d70-b1c7-4628-8631-9aa71a2c1b0e
u48,31cc08f3-838d-4160-bcd9-a691dd126901 190c5aa5-0ae9-4ebc-83a9-642ec9226932 3c3c2903-2107-4f79-aadc-319c118f35ba 38d16213-25ba-450d-8665-4e08548e62e3 dfe9a7c4-8cf2-47f4-9dcb-d233c2b86ec3 5e8291f5-00bc-4f63-b09a-63acaf84b162 b5da400c-9a62-4686-b6fe-91518e57ce5d 3155cccb-fe72-4ad0-8e5f-2935fb6cd7ee 689851b0-bfec-4ac6-954b-11b3b9db14ae 59e29b79-a77a-434e-becd-1207bfdc8f34
u49,e9c832b0-384b-4ee6-aec0-111372784aac f1d1df24-91af-4d27-83a4-9b4ad29b37eb d84c4e93-9c5f-45ab-a4ba-bd79d037eb31 ac53c83c-c969-477f-9564-769e1ed80519 79491354-3d83-40e3-9d8e-7592d58d790a ae0b2424-d4c5-4c54-82ac-fe3be5453270 fb2fc344-0294-4edd-995f-cc3eee53e5ad 47c8f88b-987a-4b64-9175-2b1b57809727 3771a9d7-2da9-43e2-b4d7-9ef8e644b649 f93dbc64-6f08-4033-bcc7-8a0bb4689849
u50,39a31de6-763d-48b6-a45c-f7cfad58ffd8 dbb3b771-ae77-4381-b61c-758b5b7898ec 8df2629f-8ae9-4687-9207-4cf3c22cc763 1c46e82f-4764-4d82-a33b-5d5aee5e2881 4f9675d2-f6d5-486c-9b26-33dcca998500 0cddd743-57d8-42d8-bd50-881777462812 6e64cbfa-1a60-450e-81f4-c044c868ab24 b71abaa0-dd97-4e85-943d-3ffa2d3278a5 7b61cf8f-c042-4bd4-b64a-25cb40f3dd50 dfbfe956-7719-4cd6-b4db-b9c22657c925
