id,artist
u227,20ff3303-4fe2-4a47-a1b6-291e26aa3438 afdb7919-059d-43c1-b668-ba1d265e7e42 fb7272ba-f130-4f0a-934d-6eeea4c18c9a 2f9ecbed-27be-40e6-abca-6de49d50299e b1fedd29-577d-45b1-95a7-d477f0fb6bd5 39f6dcf9-ade7-4dbd-ab8e-b0e83c167d30 48e78462-2f0b-4a1a-9fa4-0585e2991e80 4dca4bb2-23ba-4103-97e6-5810311db33a b904d624-9e05-4398-8f4f-88fbcf022f79 c1aa2ec9-53e7-4d90-8d36-bac75832e986
u226,a670e05a-cea8-4b37-bce9-d82daf1a0fa4 f1b525b4-ddd0-4d39-85b2-d8fa26a7f279 c6488dd8-0d4e-4035-bbbb-11719d2f41cd 1f064e2d-aa55-4631-8f62-e2c14bbe1f4e 83e72d2b-501e-4715-9bdf-8e6ffca42881 b1fedd29-577d-45b1-95a7-d477f0fb6bd5 ee1a6d4a-b1ff-46a8-acf2-af575424bda5 e5087985-b478-4c21-ba1f-c8048c78fb49 2aa07e57-bd8a-4fa0-ba5a-72e8f7c3e63e d8f9a4bd-ec27-4e29-8b3e-b8bdb62f950e
u225,8ef1df30-ae4f-4dbd-9351-1a32b208a01e 3c3c2903-2107-4f79-aadc-319c118f35ba 31cc08f3-838d-4160-bcd9-a691dd126901 190c5aa5-0ae9-4ebc-83a9-642ec9226932 a796b92e-c137-4895-9c89-10f900617a4f c3171463-d55c-4140-ad06-dbdac29c508c b5da400c-9a62-4686-b6fe-91518e57ce5d 3155cccb-fe72-4ad0-8e5f-2935fb6cd7ee 689851b0-bfec-4ac6-954b-11b3b9db14ae 59e29b79-a77a-434e-becd-1207bfdc8f34
u224,4236acde-2ce2-441c-a3d4-38d55f1b5474 cf0f4547-ffbd-4011-98ad-0bec9ba022db b7d567df-e26b-4da1-b29d-f903f0ff9bbc 86644ffd-b184-4164-bbb4-69eefedc292b d1325d68-44b4-40ad-865c-d8ede32dc18a 8830afec-83b3-4213-aad0-f6377f1d73ac 340cbd2f-a20d-4b99-86d2-1621e8f2d828 e9aca1a3-836a-4e5e-b8d4-56d20c60af5f c310b8e8-468f-4189-9b72-9589a2ff275d 5cbef01b-cc35-4f52-af7b-d0df0c4f61b9
u797,847e8284-8582-4b0e-9c26-b042a4f49e57 09885b8e-f235-4b80-a02a-055539493173 9c9f1380-2516-4fc9-a3e6-f9f61941d090 66c662b6-6e2f-4930-8610-912e24c63ed1 70248960-cb53-4ea4-943a-edb18f7d336f a8be3422-d905-42c9-90b6-90ee45e3e938 364e1151-40f0-476d-a437-8fc6427262e8 31cc08f3-838d-4160-bcd9-a691dd126901 618b6900-0618-4f1e-b835-bccb17f84294 f6dad765-8c0b-4256-b8d1-c1818b31bbdb
u796,b7ffd2af-418f-4be2-bdd1-22f8b48613da 17e137fb-59e5-4fd7-af48-afc34995396c 2a63d0e8-dbce-4ae9-898a-3e6da6c5d2fc c48ff56b-0a0e-453c-be56-741d47c33056 9f336c50-ae4c-4440-bda7-958aa12bc15a ac241ded-3430-4f42-8451-f78667cc2f52 82fc8db0-f366-4029-b6ba-e148b3639ef9 8b5baebe-afdc-49f0-aaf7-85f555a68c51 a043cfa6-6e87-4975-ac27-5005bdfa7afb f2eef649-a6d5-4114-afba-e50ab26254d2
u795,eb2432e6-8d97-41b0-beba-b36e77ddc5b8 8df2629f-8ae9-4687-9207-4cf3c22cc763 50eec634-7c42-41ee-9b1f-b41d9ca28b26 c1ff0be7-b894-4881-9571-b5175009912b 69fa5c49-12ec-4c86-a238-4e07cc6d1a7d 1b6ce503-df5f-45d5-86cf-54740c30042f cef9233d-78ef-41d5-9bac-f2ca21aa4a40 83998f9c-846b-4294-aede-d7735531c901 ad3eb8ea-f541-4e3a-b550-7900bdc4992b 8de149a4-bbdc-4d15-aeea-0d66773c9f80
u794,06830051-7031-4d4f-b879-27c1d7935800 2176a230-eee0-4a42-9d6d-1b69acf855a8 f4380e07-44ad-4e45-9445-6419b2f05516 0a2d8d95-9cb1-48da-927c-613b4e12ae72 5ffb73c0-b739-4231-ba22-f8d361be1d45 e69c8ccb-25b1-4c4a-89c6-8fdad1172951 b71abaa0-dd97-4e85-943d-3ffa2d3278a5 375a3c4c-7898-47f0-ad0e-443a75148c7a f6dfc44d-5da4-4ed1-949b-32715630dff4 05f4fbf4-d01f-4dac-bd66-9613e4db8044
u793,7dc8f5bd-9d0b-4087-9f73-dc164950bbd8 83b9cbe7-9857-49e2-ab8e-b57b01038103 e795e03d-b5d5-4a5f-834d-162cfb308a2c ab4721e4-bc37-4bd2-be8c-8f1550152ad6 86644ffd-b184-4164-bbb4-69eefedc292b aca2f168-fec7-459e-a91e-3f5cd504189b 482a5456-7d8a-4366-a2e9-6f38853df632 5984e4ec-8a8e-4762-a5fb-e7d53436e0bd 340cbd2f-a20d-4b99-86d2-1621e8f2d828 8c32bb01-58a3-453b-8050-8c0620edb0e5
u792,487bfd74-71bf-46dd-b89c-80b7a0f06f2f f181961b-20f7-459e-89de-920ef03c7ed0 7e30debb-3308-49ab-a5ac-6d49319a5705 54b0584e-4e5e-4976-80d4-eea7a82a7213 52074ba6-e495-4ef3-9bb4-0703888a9f68 11b1a7c4-3a48-43f8-9d57-6a81fdd1eeba 60dd8303-5ee8-4c99-a19c-009e07c17aeb 91436354-22e4-4c16-be69-4c9561946d5b fe563c67-8e92-416b-bd6e-b53a04a42568 8e05a404-3f8d-4b0a-9fc2-b7ab821b75f0
u791,51086134-0896-4c00-b54a-c5c37aeaf2bf ca891d65-d9b0-4258-89f7-e6ba29d83767 b2dbfc09-b332-408b-a235-1850e41971c5 cef9233d-78ef-41d5-9bac-f2ca21aa4a40 17167af8-c1da-45cc-bba2-9d23f068b7a3 86644ffd-b184-4164-bbb4-69eefedc292b 91436354-22e4-4c16-be69-4c9561946d5b 82fc8db0-f366-4029-b6ba-e148b3639ef9 6e755d2d-0b47-449d-b03f-fcacec33aab2 f6dfc44d-5da4-4ed1-949b-32715630dff4
u790,a4c73ebe-b2c7-4f13-b99d-2fe1f9f27da8 8e8c7417-c905-46b1-b42a-5260b4274ed4 a1235272-3650-4ed7-9317-5a55a08701ec d185d986-ee96-4fd3-bd61-8c848a4765b6 b625448e-bf4a-41c3-a421-72ad46cdb831 3af06bc4-68ad-4cae-bb7a-7eeeb45e411f 3b47247e-5b57-49b6-a0ed-bad80243802a c01557ad-d41e-4316-a285-605769e2ab3b d385947d-c00d-4311-9cf1-a032a1d4040b 6d3e8d4d-c0c9-4208-87d8-900ab1134b1b
u810,c296e10c-110a-4103-9e77-47bfebb7fb2e ed2ac1e9-d51d-4eff-a2c2-85e81abd6360 a3bd2e9e-3839-48bc-abfa-6b6ad2bdcb8e 51086134-0896-4c00-b54a-c5c37aeaf2bf 5f6ab597-f57a-40da-be9e-adad48708203 070d193a-845c-479f-980e-bef15710653e d6e0e274-8e19-44ce-b5b2-52c12f8a674a 678d88b2-87b0-403b-b63d-5da7465aecc3 91436354-22e4-4c16-be69-4c9561946d5b e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84
u811,bbcc9824-31c0-4c70-a7af-d24090ea161e 95f5b748-d370-47fe-85bd-0af2dc450bc0 86644ffd-b184-4164-bbb4-69eefedc292b 9d1ebcfe-4c15-4d18-95d3-d919898638a1 81b96954-da0d-4d8f-a7fa-cbc77ae88a34 eab76c9f-ff91-4431-b6dd-3b976c598020 31cc08f3-838d-4160-bcd9-a691dd126901 75224f04-739d-4cef-abe3-d6940e7a1139 689851b0-bfec-4ac6-954b-11b3b9db14ae 487bfd74-71bf-46dd-b89c-80b7a0f06f2f
u812,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d 4d5447d7-c61c-4120-ba1b-d7f471d385b9 a0ef7e1d-44ff-4039-9435-7d5fefdeecc9 d6ed7887-a401-47a8-893c-34b967444d26 d87e52c5-bb8d-4da8-b941-9f4928627dc8 2925aac9-5474-4030-b8a3-4151107010b2 17b53d9f-5c63-4a09-a593-dde4608e0db9 b071f9fa-14b0-4217-8e97-eb41da73f598 8c90ad8c-9150-4c51-a1eb-342232e99d06 0c502791-4ee9-4c5f-9696-0602b721ff3b
u813,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a c3da3346-2643-48a7-93cd-011f6834b3d7 056e4f3e-d505-4dad-8ec1-d04f521cbb56 596ffa74-3d08-44ef-b113-765d43d12738 d8915e13-d67a-4aa0-9c0b-1f126af951af b16fd684-831e-4128-8120-6626e76f88c6 db36a76f-4cdf-43ac-8cd0-5e48092d2bae 49c43c49-328d-4b14-8a1d-be99cafaec14 39f6dcf9-ade7-4dbd-ab8e-b0e83c167d30 73e5e69d-3554-40d8-8516-00cb38737a1c
u814,04af2581-6692-4f14-a7fe-151a36f20368 83e59f23-3b0b-4304-834d-5bcafd5df6d2 6606c527-376a-47b4-bb35-748d01e14f6d 52d9bff7-1776-46ae-8e1b-7a76afc73358 26846e1b-6bc2-4eec-932f-23e525b1591f fa6521a7-56b5-4e56-b946-fda469becba9 e26fa4b0-ea73-4a33-a745-44077a0d5a59 674bf89f-8e70-4472-929d-6b4ed6f98c88 282269b2-b468-4cf9-aea5-20c632429b85 eb2432e6-8d97-41b0-beba-b36e77ddc5b8
u815,abe2669a-a612-4bf6-9193-bb4f4b8a9088 74e2c381-7a79-4c21-8738-20da383e14d2 c4237bd8-b11a-4f22-b0b7-29beca7daab9 3c3c2903-2107-4f79-aadc-319c118f35ba 22a40b75-affc-4e69-8884-266d087e4751 2119beb8-6ac5-4f21-82a4-b831c90c0024 d9c90718-d54d-4ccf-a92e-37a5415ce299 a66999a7-ae5c-460e-ba94-1a01143ae847 4015f3f8-2711-41de-b80b-4fee07373b12 3155cccb-fe72-4ad0-8e5f-2935fb6cd7ee
u799,6fe07aa5-fec0-4eca-a456-f29bff451b04 11ae9fbb-f3d7-4a47-936f-4c0a04d3b3b5 6f607087-9c46-4bb2-a884-e4efc764554c ba99a190-6065-4930-be3d-55ecc48e365d 86644ffd-b184-4164-bbb4-69eefedc292b 3155cccb-fe72-4ad0-8e5f-2935fb6cd7ee 190c5aa5-0ae9-4ebc-83a9-642ec9226932 31cc08f3-838d-4160-bcd9-a691dd126901 9072df14-b61e-42e2-b4f4-6bbb7fdb5586 3c3c2903-2107-4f79-aadc-319c118f35ba
u798,23b8b593-44ab-4ecc-bb56-07b9789bbd4e fee8e811-a2dc-4c09-8484-3c2aca38c3f9 a107bff6-58da-4302-83ad-317e86a1811c 455641ea-fff4-49f6-8fb4-49f961d8f1ac 05f4fbf4-d01f-4dac-bd66-9613e4db8044 2b615bcf-baa0-4657-b9a5-1a5f34c386c4 0a2d8d95-9cb1-48da-927c-613b4e12ae72 a9fcd5fd-6ee3-4ee0-bd5e-c457517d1836 f6dfc44d-5da4-4ed1-949b-32715630dff4 340cbd2f-a20d-4b99-86d2-1621e8f2d828
u951,fb821608-35fd-4a45-a4b2-1a0537cee111 32b90c92-9978-4a07-90eb-caa4b22f4907 eddc0911-21fc-4327-ab90-ccc459ce1ef7 bbc8d6b5-a3e3-4d51-9f4e-565e9ef94967 4898b9ad-f564-4ff1-9046-b1a16dfd5200 5221de81-b3cb-48d6-8e60-7c04b5daf02a b0db1836-68e8-4fa4-93f7-f19ea5fce809 f4805b9d-68f8-438e-8f13-ec7bcb4c8581 c310b8e8-468f-4189-9b72-9589a2ff275d 1a1bc29f-f547-4905-b955-315fb4a38d12
u250,313a0007-b9d3-4036-921a-ce311f9795ad eb2432e6-8d97-41b0-beba-b36e77ddc5b8 83998f9c-846b-4294-aede-d7735531c901 c1ff0be7-b894-4881-9571-b5175009912b 4b52ef0a-78c3-4b52-b4ee-658ac47ff889 4d2949b4-eb5f-4296-b71a-04603c6a9802 6e64cbfa-1a60-450e-81f4-c044c868ab24 8d08484c-c532-457a-a04c-2510da38744e a466c2a2-6517-42fb-a160-1087c3bafd9f 54d76201-3b30-4722-978f-2abdd62e88dd
u251,606bf117-494f-4864-891f-09d63ff6aa4b 1f5ff245-2837-4d4a-a609-e93e544478c3 244afcb7-fa9a-49b1-9aa6-0149512d1c52 f2eef649-a6d5-4114-afba-e50ab26254d2 bc1c8f3f-6f36-4086-a470-87ed813dd429 6ee7a715-e0c0-46d0-a215-2e17001699fc 7a5bcae1-45e5-495b-9f5b-254987b364bf a49b5d41-7399-49ef-bcb8-a5779a30d2e9 a66ebddc-ff04-46b8-820a-15c63e80dba1 d3389cbe-3413-48d6-9cef-6b25c52b7ad3
u458,82a5b152-ee60-4447-939a-dd5a91cd7c38 313a0007-b9d3-4036-921a-ce311f9795ad d82ba5f4-da09-479a-ab18-4b1a122c4345 fbcd7b29-455f-49e6-9c4f-8249d20a055e f54fc7c3-3a40-4f26-83cf-328d9b097e93 1d93c839-22e7-4f76-ad84-d27039efc048 cef9233d-78ef-41d5-9bac-f2ca21aa4a40 3155cccb-fe72-4ad0-8e5f-2935fb6cd7ee 678d88b2-87b0-403b-b63d-5da7465aecc3 b71abaa0-dd97-4e85-943d-3ffa2d3278a5
u356,bd774a8b-e622-4ca1-ba1a-f0936984da9c db36a76f-4cdf-43ac-8cd0-5e48092d2bae 28cbf94d-0700-4095-a188-37e373b069a7 fd0e3da0-5c32-4881-a7cc-7dfa58e265cf 3c3c2903-2107-4f79-aadc-319c118f35ba 494e8d09-f85b-4543-892f-a5096aed1cd4 73e5e69d-3554-40d8-8516-00cb38737a1c 93a1aab7-bdbc-4334-bcf6-6889f7a2682a 79239441-bfd5-4981-a70c-55c3f15c1287 45a663b5-b1cb-4a91-bff6-2bef7bbfdd76
u355,0452a81f-537a-403d-a8bc-ab7921439bcb 83e72d2b-501e-4715-9bdf-8e6ffca42881 7a86ff6f-cdfc-4ac3-97ca-6a48b8d1b8cd 75a881d8-80de-4f60-b56a-4eaaa29530d9 82a5b152-ee60-4447-939a-dd5a91cd7c38 18944822-b1d9-45dd-a77b-c40f74e2a701 a8be3422-d905-42c9-90b6-90ee45e3e938 107d0c22-d051-4d98-8206-4e14de02132a b71abaa0-dd97-4e85-943d-3ffa2d3278a5 aca2f168-fec7-459e-a91e-3f5cd504189b
u354,8097243f-7a3d-435a-a11e-0c5f886528e0 6fea1339-260c-40fe-bb7a-ace5c8438955 eb2432e6-8d97-41b0-beba-b36e77ddc5b8 340cbd2f-a20d-4b99-86d2-1621e8f2d828 69fa5c49-12ec-4c86-a238-4e07cc6d1a7d 1a6335c2-e0d6-4c9d-86ae-1a8eaf48e637 313a0007-b9d3-4036-921a-ce311f9795ad cef9233d-78ef-41d5-9bac-f2ca21aa4a40 c1ff0be7-b894-4881-9571-b5175009912b 482a5456-7d8a-4366-a2e9-6f38853df632
u353,1f064e2d-aa55-4631-8f62-e2c14bbe1f4e 09f50a8b-0f8f-4b86-9805-513d81691a03 190c5aa5-0ae9-4ebc-83a9-642ec9226932 cb67438a-7f50-4f2b-a6f1-2bb2729fd538 a066b730-3809-4b39-a091-2297d40b51db 601d793d-7e96-4bb6-b4a6-712d5c926259 b5da400c-9a62-4686-b6fe-91518e57ce5d 3155cccb-fe72-4ad0-8e5f-2935fb6cd7ee 3c3c2903-2107-4f79-aadc-319c118f35ba ee1a6d4a-b1ff-46a8-acf2-af575424bda5
u352,87c5dedd-371d-4a53-9f7f-80522fb7f3cb b95ce3ff-3d05-4e87-9e01-c97b66af13d4 e795e03d-b5d5-4a5f-834d-162cfb308a2c 5441c29d-3602-4898-b1a1-b77fa23b8e50 79239441-bfd5-4981-a70c-55c3f15c1287 3155cccb-fe72-4ad0-8e5f-2935fb6cd7ee 2d970f40-cd00-44c1-9fc8-0721da8048e2 b5da400c-9a62-4686-b6fe-91518e57ce5d 494e8d09-f85b-4543-892f-a5096aed1cd4 3c3c2903-2107-4f79-aadc-319c118f35ba
u351,1129817c-488a-4096-80c1-77fc1b107c93 67f66c07-6e61-4026-ade5-7e782fad3a5d a74b1b7f-71a5-4011-9441-d0b5e4122711 1582a5b8-538e-45e7-9ae4-4099439a0e79 11ae9fbb-f3d7-4a47-936f-4c0a04d3b3b5 82eb8936-7bf6-4577-8320-a2639465206d efc8a006-d0c6-4a9b-8cb1-91ca770fa2b9 38c7a3b2-17fb-4166-b964-4e445d69efdd cc197bad-dc9c-440d-a5b5-d52ba2e14234 9e0e2b01-41db-4008-bd8b-988977d6019a
u350,9e0e2b01-41db-4008-bd8b-988977d6019a bbc5b66b-d037-4f26-aecf-0b129e7f876a e21857d5-3256-4547-afb3-4b6ded592596 c98d40fd-f6cf-4b26-883e-eaa515ee2851 67f66c07-6e61-4026-ade5-7e782fad3a5d 313a0007-b9d3-4036-921a-ce311f9795ad 8bfac288-ccc5-448d-9573-c33ea2aa5c30 66c662b6-6e2f-4930-8610-912e24c63ed1 86e736b4-93e2-40ff-9e1c-fb7c63fef5f6 31cc08f3-838d-4160-bcd9-a691dd126901
u450,90ee221e-3c6c-4607-92ca-841f71869e11 74e2c381-7a79-4c21-8738-20da383e14d2 51086134-0896-4c00-b54a-c5c37aeaf2bf 39c2a93d-9afa-4a22-9bba-c087ab056e1c 603ba565-3967-4be1-931e-9cb945394e86 592a3b6d-c42b-4567-99c9-ecf63bd66499 c1aa2ec9-53e7-4d90-8d36-bac75832e986 86644ffd-b184-4164-bbb4-69eefedc292b 0bbbc496-c7b5-4b3f-bb6d-bd312827d6e5 88527d26-7496-47c5-8358-ebdb1868a90f
u451,aa7a2827-f74b-473c-bd79-03d065835cf7 a3a92047-be1c-4f3e-8960-c4f8570984df 99164692-c02d-407c-81c9-25d338dd21f4 0efe858c-89e5-4e47-906a-356fa953fd6e 675ec992-a8e4-41f8-b28b-1aad0c8a9ad1 32b90c92-9978-4a07-90eb-caa4b22f4907 31cc08f3-838d-4160-bcd9-a691dd126901 9f336c50-ae4c-4440-bda7-958aa12bc15a 789e5db3-502b-4f13-8039-88c70e053fa5 e664d1cd-23ab-48d5-b8fa-e98485daa5be
u452,50549203-9602-451c-b49f-ff031ba8635c 17be38e7-97bf-4ead-8432-ba05455b3860 5e94030f-c3c7-4777-a5af-5ecfbfc37bba f8a5d80c-a6b7-414c-9482-c5d710171622 350bce49-c21b-4137-b50a-0766ded07e4d b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d 98091205-c85e-49b0-954b-d84dab308138 8dacf242-9bf7-44f5-b2eb-18305b904551 2d970f40-cd00-44c1-9fc8-0721da8048e2 2212458a-763b-4fc0-906d-69d0f6d1aa9d
